Track name,Artist name,Album,Playlist name,Type,ISRC,Apple - id
"Energetic","Wanna One","1-1=0 (Nothing Without You)","All","Playlist","KRA491700108","1569744609"
"Tell You (feat. Novou)","waykap","Tell You - Single","All","Playlist","SE5Q52003521","1553899277"
"Find You There","We the Kings","Somewhere Somehow","All","Playlist","QMRSZ1701823","1437554564"
"Say It Now","We the Kings","Somewhere Somehow","All","Playlist","QMRSZ1701830","1437554575"
"Sad Song (feat. Elena Coats)","We the Kings","Somewhere Somehow","All","Playlist","QMGKG1300017","1437554577"
"Stone Walls","We the Kings","Stripped","All","Playlist","QMGKG1300026","942328841"
"When We Were Young (feat. Derek Sanders)","We the Kings","When We Were Young (feat. Derek Sanders) - Single","All","Playlist","QM24S2204680","1644239579"
"Fix You","We the Kings & Songs That Saved My Life","Fix You - Single","All","Playlist","USHR22211901","1640544282"
"R.I.P.","韋禮安","I'M MORE SOBER WHEN I'M DRUNK","All","Playlist","TWFG72101106","1597938355"
"如果可以 (電影""月老""主題曲)","韋禮安","如果可以 (電影""月老""主題曲) - Single","All","Playlist","TWA472116001","1592498330"
"還是會","韋禮安","有人在等","All","Playlist","TWA211126001","547180357"
"別說沒愛過","韋禮安","別說沒愛過 - Single","All","Playlist","TWA211555701","1034701011"
"如果再見","韋禮安","硬戳","All","Playlist","TWA211630909","1142549550"
"All We Needed","West Collins","All We Needed - Single","All","Playlist","ES5052300047","1664534271"
"Last Christmas","Wham!","Music from the Edge of Heaven","All","Playlist","GBBBN0009294","268486680"
"I Have Nothing","惠妮休斯頓","電影原聲帶 / 惠妮休斯頓之終極保鑣","All","Playlist","USAR10300965","388152024"
"I Will Always Love You","惠妮休斯頓","電影原聲帶 / 惠妮休斯頓之終極保鑣","All","Playlist","USAR19200110","388151901"
"Greatest Love of All","惠妮休斯頓","同名專輯豪華典藏版","All","Playlist","USAR18500139","349286436"
"Unbelievable","Why Don't We","Unbelievable - Single","All","Playlist","USAT21902678","1462970274"
"Whiplash","William Black","The Nature of Hope","All","Playlist","CA5KR2389987","1710813066"
"Back Together (feat. RUNN)","William Black","Pages","All","Playlist","GBKPL1945297","1652371770"
"Deep Blue (feat. Monika Santucci)","William Black","Pages","All","Playlist","GBKPL1959995","1652371778"
"Miss It (feat. RUNN)","William Black","Pages","All","Playlist","GBKPL1959990","1652371783"
"Drown the Sky (feat. RØRY)","William Black","Pages","All","Playlist","GBKPL1959567","1652371771"
"Haven (feat. Dia Frampton)","William Black","Pieces","All","Playlist","GBKPL2166111","1638003580"
"Remedy (feat. Annie Schindel)","William Black","Pieces","All","Playlist","GBKPL2148180","1638003867"
"Deep End","William Black","Pieces","All","Playlist","GBKPL2138922","1638004275"
"Take Me","William Black, Matte & RUNN","Universe - EP","All","Playlist","QM24S1821574","1630196299"
"Butterflies (feat. Dia Frampton)","William Black & Fairlane","Butterflies (feat. Dia Frampton) - Single","All","Playlist","GBKPL2083846","1637190519"
"Broken","William Black & Fairlane","Pieces","All","Playlist","GBKPL2162741","1638003584"
"Need You Now","William Black & Forester","Pieces","All","Playlist","GBKPL2166113","1638003862"
"Only One I Need","William Black, HALIENE & Thomas Laurent","Pieces","All","Playlist","GBKPL2153069","1638003861"
"alive","wilo wilde","alive - Single","All","Playlist","US23A1572572","1710608691"
"Tell to the Tail Light","WINARTA, Mac Louis & Dare County","Tell to the Tail Light - Single","All","Playlist","NLD682300075","1661106240"
"Firelight","WRATHE & MEDZ","Firelight - Single","All","Playlist","GB2LD2010222","1535686545"
"Just a Dream","WRATHE","Just a Dream - Single","All","Playlist","QZHN71908215","1482570934"
"Undone","WRATHE","Undone - Single","All","Playlist","QZHN62098036","1518363367"
"忘記被忘記","陳雪凝","忘記被忘記 - Single","All","Playlist","TWDL72107480","1751779974"
"Thorns","xxsagexx","Thorns - Single","All","Playlist","QZNWQ2358560","1695379146"
"Thread","xxsagexx","Thread - Single","All","Playlist","QZTAS2383268","1704483001"
"Sleepless Night","yama","Sleepless Night - Single","All","Playlist","JPU902101392","1571234879"
"Lost","yama","Versus the night","All","Playlist","JPU902202704","1638668175"
"ライカ","yama","Versus the night","All","Playlist","JPU902202813","1638668596"
"一寸の赤","yama","一寸の赤 - Single","All","Playlist","JPU902100569","1557863848"
"春を告げる","yama","春を告げる - Single","All","Playlist","TCJPK2087568","1506186636"
"Aisubekihibiyo","yangskinny","Donnakotonidemoshiawasewokanjirukotogadekitanara - EP","All","Playlist","JPVI02303453","1706799274"
"White Cube","中田ヤスタカ","Digital Native","All","Playlist","JPWP01870001","1334201177"
"NANIMONO (feat. Kenshi Yonezu)","中田ヤスタカ","Digital Native","All","Playlist","JPWP01671289","1334201186"
"Loml","yetep","Elysian - EP","All","Playlist","QM24S2302286","1701879014"
"Poetry (feat. Liam Geddes)","yetep","Poetry (feat. Liam Geddes) - Single","All","Playlist","GBEWA2400490","1805976189"
"Worlds Away (feat. GLNNA)","yetep","Subsidia Dawn: Vol. 1","All","Playlist","QZHCR2000004","1532191210"
"Let You Go (feat. Exede)","yetep & GhostDragon","Let You Go (feat. Exede) - Single","All","Playlist","QZHCR2000171","1545948263"
"Journey","yetep & KLAXX","Journey - Single","All","Playlist","CA6D22200509","1642259853"
"First Place","yetep, Caslow & Lexi Scatena","First Place - Single","All","Playlist","CA6D22200186","1616583138"
"Deep End","yetep, Lockbox & artemis orion","Deep End - Single","All","Playlist","CA5KR2436331","1734908523"
"アドベンチャー","YOASOBI","アドベンチャー - Single","All","Playlist","JPP302300088","1669698270"
"RGB (English Version)","YOASOBI","E-SIDE","All","Playlist","JPP302100744","1590853457"
"Epilogue","YOASOBI","THE BOOK","All","Playlist","JPP302000678","1542182299"
"アンコール","YOASOBI","THE BOOK","All","Playlist","JPP302000677","1542182311"
"ハルジオン","YOASOBI","THE BOOK","All","Playlist","JPP302000218","1542182540"
"あの夢をなぞって","YOASOBI","THE BOOK","All","Playlist","JPP301900802","1542182544"
"たぶん","YOASOBI","THE BOOK","All","Playlist","JPP302000323","1542182550"
"群青","YOASOBI","THE BOOK","All","Playlist","JPP302000468","1542182767"
"ハルカ","YOASOBI","THE BOOK","All","Playlist","JPP302000676","1542182772"
"夜に駆ける","YOASOBI","THE BOOK","All","Playlist","JPP301900716","1542182776"
"Prologue","YOASOBI","THE BOOK","All","Playlist","JPP302000679","1542182779"
"ツバメ (feat. ミドリーズ)","YOASOBI","THE BOOK 2","All","Playlist","JPP302101713","1593438481"
"三原色","YOASOBI","THE BOOK 2","All","Playlist","JPP302100738","1593438789"
"大正浪漫","YOASOBI","THE BOOK 2","All","Playlist","JPP302100985","1593438799"
"もう少しだけ","YOASOBI","THE BOOK 2","All","Playlist","JPP302100553","1593438802"
"優しい彗星","YOASOBI","THE BOOK 2","All","Playlist","JPP302000761","1593438803"
"怪物","YOASOBI","THE BOOK 2","All","Playlist","JPP302000760","1593438807"
"もしも命が描けたら","YOASOBI","THE BOOK 2","All","Playlist","JPP302101714","1593438809"
"ラブレター","YOASOBI","THE BOOK 2","All","Playlist","JPP302100882","1593438815"
"だから僕は音楽を辞めた","Yorushika","だから僕は音楽を辞めた","All","Playlist","JPA651904585","1648877323"
"Altair (feat. *spiLa*)","you & Kamome Sano","Altair","All","Playlist","TCJPJ1989651","1485667808"
"""My Last Day""","YOURNESS","6 Case","All","Playlist","JPG102101027","1589217842"
"Ninelie (Easylistening)","徐夢圓","Ninelie (Easylistening) - Single","All","Playlist","QM6MZ2147251","1562335523"
"Prologue","Yuika","Prologue - Single","All","Playlist","JPPO02300282","1671915360"
"my friend","yuiko","Point. - EP","All","Playlist","TCJPO2168279","1566766105"
"floating (feat. 紫崎雪)","YUKIYANAGI","encore -Emotional Vocal POP 02-","All","Playlist","TCJPM2083295","1537230436"
"ZERO","yupsilon","ZERO - Single","All","Playlist","JPPC02310539","1677092570"
"Astroemeria","Yuuna Nini & Synthion","Astroemeria - Single","All","Playlist","QZK6J2339858","1689599829"
"ビリミリオン","Yuuri","ビリミリオン - Single","All","Playlist","JPU902204939","1658757540"
"Dried Flower","Yuuri","Dried Flower - Single","All","Playlist","JPU902002405","1534620183"
"恋人じゃなくなった日","Yuuri","恋人じゃなくなった日 - Single","All","Playlist","JPU902300137","1668709815"
"レオ","Yuuri","壱","All","Playlist","JPU902105200","1599543187"
"インフィニティ","Yuuri","インフィニティ - Single","All","Playlist","JPU902003450","1545892487"
"アストロノーツ","Yuuri","弐","All","Playlist","JPU902300759","1677500750"
"メリーゴーランド","Yuuri","弐","All","Playlist","JPU902204824","1677501760"
"ピーターパン","Yuuri","ピーターパン - Single","All","Playlist","JPU902001651","1538123311"
"シャッター","Yuuri","シャッター - Single","All","Playlist","JPU902101436","1572961420"
"かくれんぼ","Yuuri","かくれんぼ - Single","All","Playlist","JPR751900286","1489118273"
"ベテルギウス","Yuuri","ベテルギウス - Single","All","Playlist","JPU902104201","1589915077"
"Heroes","Zayde Wølf","Rare Breed","All","Playlist","TCACM1664520","1676646553"
"Clarity (feat. Foxes)","Zedd","Clarity (Deluxe Version)","All","Playlist","USUM71210662","1445887846"
"Funny","Zedd & Jasmine Thompson","Funny - Single","All","Playlist","USAT22003344","1514505153"
"Happy Now","Zedd & Elley Duhé","Happy Now - Single","All","Playlist","USUM71808663","1410095410"
"Inside Out","Zedd & Griff","Inside Out - Single","All","Playlist","USUM72019501","1535987324"
"I Want You To Know (feat. Selena Gomez)","Zedd","True Colors","All","Playlist","USUM71502344","1470706637"
"The Middle","Zedd, Maren Morris & Grey","The Middle - Single","All","Playlist","USUM71800463","1444896450"
"Bring Me Back","Zekk","Bring Me Back - Single","All","Playlist","TCJPV2355478","1681369007"
"Any Song","ZICO","Any Song - Single","All","Playlist","KRA381905519","1494673344"
"Control (NOTD Remix)","Zoe Wees & NOTD","Control (Remixes) - Single","All","Playlist","GB2DY2000354","1523849105"
"I Could Be Yours","黃玠瑋","I Could Be Yours - Single","All","Playlist","FR10S2136015","1548907901"
"All Is Well","同理","心","All","Playlist","TWA472311015","1689567790"
"Byoushinwo Kamu","ZUTOMAYO","Hisohiso Banashi","All","Playlist","JPPO01804003","1481464176"
"Milabo","ZUTOMAYO","Hogarakana Hifutote Fufuku - EP","All","Playlist","JPPO02001854","1522244028"
"Stay Alive","エミリア(CV:高橋李依)","TVアニメ「Re:ゼロから始める異世界生活」キャラクターソングアルバム","All","Playlist","JPD731600777","1556788456"
"野良猫は宇宙を目指した","しゃろう","野良猫は宇宙を目指した - Single","All","Playlist","TCJPN2193444","1554260531"
"10℃","しゃろう","10℃ - Single","All","Playlist","TCJPN2193565","1554062042"
"猜不透","丁噹","【下一站, 天后】自選+精選","All","Playlist","TWK230801205","1085471720"
"手掌心","丁噹","敢愛敢當","All","Playlist","TWK231388831","1084617353"
"IT'S THE RIGHT TIME","三浦大知","FEVER","All","Playlist","JPB601404499","1031773238"
"Night Diver","三浦春馬","Night Diver - Single","All","Playlist","JPJ222001488","1840124818"
"絕對發言 (《終極狼人殺》App 2020主題曲)","九澤CP","絕對發言 (《終極狼人殺》App 2020主題曲) - Single","All","Playlist","TWA452000029","1526098015"
"將軍令","五月天","將軍令 - Single","All","Playlist","TWK231488856","1080927794"
"突然好想你","五月天","後 青春期的詩","All","Playlist","TWK230801601","1081381266"
"你不是真正的快樂","五月天","後 青春期的詩","All","Playlist","TWK230801603","1081381268"
"步步","五月天","步步自選作品輯 1999-2013","All","Playlist","TWK231388834","1207222274"
"傷心的人別聽慢歌 (貫徹快樂)","五月天","傷心的人別聽慢歌 (貫徹快樂) - Single","All","Playlist","TWK231388829","1080945082"
"洋蔥","五月天","步步自選作品輯 1999-2013","All","Playlist","TWK231307404","1207222421"
"我不願讓你一個人","五月天","第二人生 (明日版)","All","Playlist","TWK231105503","1081309211"
"乾杯","五月天","第二人生 (明日版)","All","Playlist","TWK231105507","1081309216"
"後來的我們","五月天","自傳","All","Playlist","TWK231610206","1158763996"
"派對動物","五月天","自傳","All","Playlist","TWK231680790","1158763998"
"任意門","五月天","自傳","All","Playlist","TWK231610212","1158764002"
"愛.這件事情","傅又宣-傅珮嘉","愛.這件事情 - EP","All","Playlist","HKH621401001","934268910"
"童話","光良","童話","All","Playlist","TWA450582102","165274273"
"一百萬個可能","Christine Welch","一百萬個可能","All","Playlist","TWY831400102","1500396372"
"想見你想見你想見你 (電視劇《想見你》片尾曲)","八三夭","電視劇《想見你》原聲帶","All","Playlist","TWA451900058","1509392741"
"心跳的證明 (電影《一吻定情》心動版主題曲)","劉人語","心跳的證明 (電影《一吻定情》心動版主題曲) - Single","All","Playlist","TWDB51900001","1452981267"
"愛的就是你","劉佳","一個人走","All","Playlist","TWCC31200036","1754345611"
"此刻你聽好了","劉嘉亮","聽我想聽的歌","All","Playlist","HKD012394167","1800324889"
"你怕不怕失去我","劉增瞳","非瞳小可","All","Playlist","HKD012388468","1800236104"
"多想留在你身邊 (伴奏)","千百順","多想留在你身邊 - EP","All","Playlist","KJJ2L4524572","1822965739"
"我是真的愛過你","劉增瞳","說好不回憶","All","Playlist","HKD012388367","1800201850"
"你從不知道","箱子 & 劉增瞳","瞳唱一首歌","All","Playlist","HKD012389677","1800256924"
"再見煙火","卓義峯","聽者","All","Playlist","TWB511799037","1528734441"
"孤獨是會上癮的","吳克群","人生超幽默","All","Playlist","TWA531612801","1182348118"
"無窮","吳汶芳","我來自…","All","Playlist","TWA211731807","1326750131"
"柔軟","吳青峰","柔軟 - Single","All","Playlist","TWFE12000007","1534532574"
"最難的是相遇","吳青峰","最難的是相遇 - Single","All","Playlist","TWFE12000002","1532183849"
"起風了 (電視劇《加油, 你是最棒的》主題曲)","吳青峰","起風了 (電視劇《加油, 你是最棒的》主題曲) - Single","All","Playlist","TWU711906617","1743713726"
"七里香","周杰倫","七里香","All","Playlist","TWK970400702","536115195"
"不該 (with 張惠妹)","周杰倫","周杰倫的床邊故事","All","Playlist","TWK971601306","1118757873"
"告白氣球","周杰倫","周杰倫的床邊故事","All","Playlist","TWK971601308","1118757877"
"愛情廢柴","周杰倫","周杰倫的床邊故事","All","Playlist","TWK971601310","1118757879"
"算什麼男人","周杰倫","哎呦, 不錯哦","All","Playlist","TWK971401103","944321440"
"聽見下雨的聲音","周杰倫","哎呦, 不錯哦","All","Playlist","TWK971401112","944321451"
"最長的電影","周杰倫","我很忙","All","Playlist","TWK970701310","536030702"
"牛仔很忙","周杰倫","我很忙","All","Playlist","TWK970701301","536030693"
"說好不哭","周杰倫 & 五月天 阿信","說好不哭 - Single","All","Playlist","TWK971901101","1480229675"
"等你下課 (with 楊瑞代)","周杰倫","等你下課 (with 楊瑞代) - Single","All","Playlist","TWK971801101","1336404847"
"安靜","周杰倫","范特西","All","Playlist","TWK970100210","535739359"
"簡單愛","周杰倫","范特西","All","Playlist","TWK970100203","535739351"
"晴天","周杰倫","葉惠美","All","Playlist","TWK970300503","535824738"
"稻香","周杰倫","魔杰座","All","Playlist","TWK970801511","1624001324"
"給我一首歌的時間","周杰倫","魔杰座","All","Playlist","TWK970801502","1624000715"
"珊瑚海 (feat. 梁心頤)","周杰倫","11月的蕭邦","All","Playlist","TWK970500912","536009751"
"說好的幸福呢","周杰倫","魔杰座","All","Playlist","TWK970801506","1624001319"
"最後召集","周柏豪","關於愛","All","Playlist","HKJ341880034","1839879070"
"帥到分手","周湯豪","REAL","All","Playlist","TWAG11600306","1165343640"
"以後別做朋友","周興哲","學著愛","All","Playlist","TWA471410001","948514135"
"This is love","周興哲","愛,教會我們的事","All","Playlist","TWA471602005","1137528425"
"你,好不好?(TVBS連續劇【遺憾拼圖】片尾曲)","周興哲","愛,教會我們的事","All","Playlist","TWA471602002","1137528420"
"愛情教會我們的事","周興哲","愛,教會我們的事","All","Playlist","TWA471602008","1137528433"
"永不失聯的愛 (原創概念版)","周興哲","永不失聯的愛 (原創概念版) - Single","All","Playlist","TWA471701002","1237107602"
"怎麼了","周興哲","終於了解自由 - EP","All","Playlist","TWA471901003","1448253831"
